season,week,pred_bottomk,actual_eliminated_list,match,bottom_k,score_col
33,7,['Dwight Howard\xa0'],['Dwight Howard\xa0'],True,1,adjusted_score
33,8,['Danny Amendola'],,False,1,adjusted_score
33,9,['Danny Amendola'],,False,1,adjusted_score
34,1,['Corey Feldman'],,False,1,adjusted_score
34,2,['Corey Feldman'],"['Baron Davis', 'Corey Feldman']",True,1,adjusted_score
34,3,['Andy Richter'],['Lauren Jauregui'],False,1,adjusted_score
34,4,['Andy Richter'],['Hilaria Baldwin'],False,1,adjusted_score
34,5,['Andy Richter'],,False,1,adjusted_score
34,6,['Andy Richter'],['Scott Hoying'],False,1,adjusted_score
34,7,['Andy Richter'],['Jen Affleck'],False,1,adjusted_score
34,8,['Andy Richter'],['Danielle Fishel'],False,1,adjusted_score
34,9,['Andy Richter'],['Andy Richter'],True,1,adjusted_score
34,10,['Elaine Hendrix'],['Whitney Leavitt'],False,1,adjusted_score
34,11,['Elaine Hendrix'],,False,1,adjusted_score
1,1,"['Evander Holyfield', 'Trista Sutter']",,False,2,adjusted_score
1,2,"['Trista Sutter', 'Evander Holyfield']",['Trista Sutter'],True,2,adjusted_score
1,3,"['Evander Holyfield', 'Joey McIntyre']",['Evander Holyfield'],True,2,adjusted_score
1,4,"['Rachel Hunter', ""John O'Hurley""]",['Rachel Hunter'],True,2,adjusted_score
1,5,"['Joey McIntyre', 'Kelly Monaco']",,False,2,adjusted_score
1,6,"[""John O'Hurley"", 'Kelly Monaco']",,False,2,adjusted_score
2,1,"['Kenny Mayne', 'Master P']",['Kenny Mayne'],True,2,adjusted_score
2,2,"[""Tatum O'Neal"", 'Master P']","[""Tatum O'Neal""]",True,2,adjusted_score
2,3,"['Master P', 'Giselle Fernandez']",['Giselle Fernandez'],True,2,adjusted_score
2,4,"['Master P', 'George Hamilton']",['Master P'],True,2,adjusted_score
2,5,"['Tia Carrere', 'Jerry Rice']",['Tia Carrere'],True,2,adjusted_score
2,6,"['George Hamilton', 'Jerry Rice']",['George Hamilton'],True,2,adjusted_score
2,7,"['Jerry Rice', 'Lisa Rinna']",['Lisa Rinna'],True,2,adjusted_score
2,8,"['Jerry Rice', 'Stacy Keibler']",,False,2,adjusted_score
3,1,"['Tucker Carlson', 'Jerry Springer']",['Tucker Carlson'],True,2,adjusted_score
3,2,"['Jerry Springer', 'Shanna Moakler']",['Shanna Moakler'],True,2,adjusted_score
3,3,"['Harry Hamlin', 'Jerry Springer']",['Harry Hamlin'],True,2,adjusted_score
3,4,"['Sara Evans', 'Vivica A. Fox']",['Vivica A. Fox'],True,2,adjusted_score
3,5,"['Jerry Springer', 'Sara Evans']",['Willa Ford'],False,2,adjusted_score
3,6,"['Jerry Springer', 'Monique Coleman']",,False,2,adjusted_score
3,7,"['Jerry Springer', 'Monique Coleman']",['Jerry Springer'],True,2,adjusted_score
3,8,"['Monique Coleman', 'Joey Lawrence']",['Monique Coleman'],True,2,adjusted_score
3,9,"['Joey Lawrence', 'Emmitt Smith']",,False,2,adjusted_score
3,10,"['Emmitt Smith', 'Mario Lopez']",,False,2,adjusted_score
4,1,"['Clyde Drexler', 'Billy Ray Cyrus']",,False,2,adjusted_score
4,2,"['Clyde Drexler', 'Paulina Porizkova']",['Paulina Porizkova'],True,2,adjusted_score
4,3,"['Clyde Drexler', 'Shandi Finnessey']",['Shandi Finnessey'],True,2,adjusted_score
4,4,"['Leeza Gibbons', 'Clyde Drexler']",['Leeza Gibbons'],True,2,adjusted_score
4,5,"['Clyde Drexler', 'Billy Ray Cyrus']",['Clyde Drexler'],True,2,adjusted_score
4,6,"['John Ratzenberger', 'Heather Mills']",['Heather Mills'],True,2,adjusted_score
4,7,"['Billy Ray Cyrus', 'John Ratzenberger']",['John Ratzenberger'],True,2,adjusted_score
4,8,"['Billy Ray Cyrus', 'Ian Ziering']",['Billy Ray Cyrus'],True,2,adjusted_score
4,9,"['Ian Ziering', 'Laila Ali']",['Ian Ziering'],True,2,adjusted_score
4,10,"['Laila Ali', 'Joey Fatone']",,False,2,adjusted_score
5,1,"['Josie Maran', 'Wayne Newton']",['Josie Maran'],True,2,adjusted_score
5,2,"['Wayne Newton', 'Albert Reed']",['Albert Reed'],True,2,adjusted_score
5,3,"['Wayne Newton', 'Mark Cuban']",['Wayne Newton'],True,2,adjusted_score
5,4,"['Floyd Mayweather Jr. ', 'Mark Cuban']",['Floyd Mayweather Jr. '],True,2,adjusted_score
5,5,"['Mark Cuban', 'Marie Osmond']",['Mark Cuban'],True,2,adjusted_score
5,6,"['Jane Seymour', 'Sabrina Bryan']",['Sabrina Bryan'],True,2,adjusted_score
5,7,"['Jane Seymour', 'Marie Osmond']",['Jane Seymour'],True,2,adjusted_score
5,8,"['Cameron Mathison', 'Marie Osmond']",['Cameron Mathison'],True,2,adjusted_score
5,9,"['Marie Osmond', 'Jennie Garth']",['Jennie Garth'],True,2,adjusted_score
5,10,"['Marie Osmond', 'Helio Castroneves']",,False,2,adjusted_score
6,1,"['Monica Seles', 'Adam Carolla']",,False,2,adjusted_score
6,2,"['Monica Seles', 'Steve Guttenberg']","['Monica Seles', 'Penn Jillette']",True,2,adjusted_score
6,3,"['Steve Guttenberg', 'Marissa Jaret Winokur']",['Steve Guttenberg'],True,2,adjusted_score
6,4,"['Adam Carolla', 'Priscilla Presley']",['Adam Carolla'],True,2,adjusted_score
6,5,"['Priscilla Presley', 'Marlee Matlin']",['Priscilla Presley'],True,2,adjusted_score
6,6,"['Marlee Matlin', 'Shannon Elizabeth']",['Marlee Matlin'],True,2,adjusted_score
6,7,"['Shannon Elizabeth', 'Cristian de la Fuente']",['Shannon Elizabeth'],True,2,adjusted_score
6,8,"['Marissa Jaret Winokur', 'Mario']",['Mario'],True,2,adjusted_score
6,9,"['Marissa Jaret Winokur', 'Jason Taylor']",['Marissa Jaret Winokur'],True,2,adjusted_score
6,10,"['Cristian de la Fuente', 'Jason Taylor']",,False,2,adjusted_score
7,1,"['Jeffrey Ross', 'Ted McGinley']","['Jeffrey Ross', 'Ted McGinley']",True,2,adjusted_score
7,2,"['Kim Kardashian', 'Cloris Leachman']",['Kim Kardashian'],True,2,adjusted_score
7,3,"['Cloris Leachman', 'Rocco DiSpirito']",,False,2,adjusted_score
7,4,"['Rocco DiSpirito', 'Cloris Leachman']",['Rocco DiSpirito'],True,2,adjusted_score
7,5,"['Toni Braxton', 'Cloris Leachman']",['Toni Braxton'],True,2,adjusted_score
7,6,"['Cloris Leachman', 'Maurice Greene']",['Cloris Leachman'],True,2,adjusted_score
7,7,"['Susan Lucci', 'Cody Linley']",['Susan Lucci'],True,2,adjusted_score
7,8,"['Maurice Greene', 'Cody Linley']",['Maurice Greene'],True,2,adjusted_score
7,9,"['Cody Linley', 'Warren Sapp']",['Cody Linley'],True,2,adjusted_score
7,10,"['Warren Sapp', 'Lance Bass']",,False,2,adjusted_score
8,1,"['Steve Wozniak', 'Steve-O']",,False,2,adjusted_score
8,2,"['Steve-O', 'Belinda Carlisle']",['Belinda Carlisle'],True,2,adjusted_score
8,3,"['Steve Wozniak', 'Denise Richards']",['Denise Richards'],True,2,adjusted_score
8,4,"['Steve Wozniak', 'Holly Madison']","['Holly Madison', 'Steve Wozniak']",True,2,adjusted_score
8,5,"['Steve-O', 'David Alan Grier']",['David Alan Grier'],True,2,adjusted_score
8,6,"['Steve-O', 'Ty Murray']",['Steve-O'],True,2,adjusted_score
8,7,"['Lawrence Taylor', 'Ty Murray']",['Lawrence Taylor'],True,2,adjusted_score
8,8,"['Chuck Wicks', 'Melissa Rycroft']",['Chuck Wicks'],True,2,adjusted_score
8,9,"['Ty Murray', ""Lil' Kim""]","[""Lil' Kim""]",True,2,adjusted_score
8,10,"['Ty Murray', 'Melissa Rycroft']",['Ty Murray'],True,2,adjusted_score
8,11,"['Melissa Rycroft', 'Gilles Marini']",,False,2,adjusted_score
9,1,"['Ashley Hamiliton', 'Macy Gray']","['Ashley Hamiliton', 'Macy Gray']",True,2,adjusted_score
9,2,"['Kathy Ireland', 'Tom DeLay']",['Kathy Ireland'],True,2,adjusted_score
9,3,"['Michael Irvin', 'Debi Mazar']",['Debi Mazar'],True,2,adjusted_score
9,4,"['Michael Irvin', 'Chuck Liddell']",['Chuck Liddell'],True,2,adjusted_score
9,5,"['Natalie Coughlin', 'Michael Irvin']",['Natalie Coughlin'],True,2,adjusted_score
9,6,"['Melissa Joan Hart', 'Michael Irvin']","['Louie Vito', 'Melissa Joan Hart']",True,2,adjusted_score
9,7,"['Mark Dacascos', 'Michael Irvin']","['Mark Dacascos', 'Michael Irvin']",True,2,adjusted_score
9,8,"['Aaron Carter', 'Kelly Osbourne']",['Aaron Carter'],True,2,adjusted_score
9,9,"['Joanna Krupa', 'Donny Osmond']",['Joanna Krupa'],True,2,adjusted_score
9,10,"['Kelly Osbourne', 'Donny Osmond']",,False,2,adjusted_score
10,1,"['Buzz Aldrin', 'Kate Gosselin']",,False,2,adjusted_score
10,2,"['Buzz Aldrin', 'Kate Gosselin']",['Shannen Doherty'],False,2,adjusted_score
10,3,"['Buzz Aldrin', 'Kate Gosselin']",['Buzz Aldrin'],True,2,adjusted_score
10,4,"['Aiden Turner', 'Kate Gosselin']",['Aiden Turner'],True,2,adjusted_score
10,5,"['Kate Gosselin', 'Niecy Nash']",['Kate Gosselin'],True,2,adjusted_score
10,6,"['Jake Pavelka', 'Niecy Nash']",['Jake Pavelka'],True,2,adjusted_score
10,7,"['Niecy Nash', 'Pamela Anderson']",['Pamela Anderson'],True,2,adjusted_score
10,8,"['Niecy Nash', 'Chad Ochocinco']",['Niecy Nash'],True,2,adjusted_score
10,9,"['Chad Ochocinco', 'Erin Andrews']",['Chad Ochocinco'],True,2,adjusted_score
10,10,"['Erin Andrews', 'Evan Lysacek']",,False,2,adjusted_score
11,1,"['David Hasselhoff', 'Margaret Cho']",['David Hasselhoff'],True,2,adjusted_score
11,2,"['Michael Bolton', 'Margaret Cho']",['Michael Bolton'],True,2,adjusted_score
11,3,"['Margaret Cho', 'Bristol Palin']",['Margaret Cho'],True,2,adjusted_score
11,4,"['The Situation', 'Bristol Palin']",['The Situation'],True,2,adjusted_score
11,5,"['Bristol Palin', 'Florence Henderson']",['Florence Henderson'],True,2,adjusted_score
11,6,"['Kurt Warner', 'Bristol Palin']",['Audrina Patridge'],False,2,adjusted_score
11,7,"['Bristol Palin', 'Rick Fox']",['Rick Fox'],True,2,adjusted_score
11,8,"['Kurt Warner', 'Bristol Palin']",['Kurt Warner'],True,2,adjusted_score
11,9,"['Bristol Palin', 'Brandy']",['Brandy'],True,2,adjusted_score
11,10,"['Bristol Palin', 'Kyle Massey']",,False,2,adjusted_score
12,1,"['Mike Catherwood', 'Wendy Williams']",,False,2,adjusted_score
12,2,"['Mike Catherwood', 'Wendy Williams']",['Mike Catherwood'],True,2,adjusted_score
12,3,"['Wendy Williams', 'Sugar Ray Leonard']",['Wendy Williams'],True,2,adjusted_score
12,4,"['Kendra Wilkinson', 'Sugar Ray Leonard']",['Sugar Ray Leonard'],True,2,adjusted_score
12,5,"['Petra Nemcova', 'Kendra Wilkinson']",['Petra Nemcova'],True,2,adjusted_score
12,6,"['Chris Jericho', 'Ralph Macchio']",['Chris Jericho'],True,2,adjusted_score
12,7,"['Kendra Wilkinson', 'Kirstie Alley']",['Kendra Wilkinson'],True,2,adjusted_score
12,8,"['Ralph Macchio', 'Romeo']",['Romeo'],True,2,adjusted_score
12,9,"['Ralph Macchio', 'Kirstie Alley']",['Ralph Macchio'],True,2,adjusted_score
12,10,"['Kirstie Alley', 'Hines Ward']",,False,2,adjusted_score
13,1,"['Metta World Peace (Ron)', 'Elisabetta Canalis']",['Metta World Peace (Ron)'],True,2,adjusted_score
13,2,"['Chaz Bono', 'Carson Kressley']",['Elisabetta Canalis'],False,2,adjusted_score
13,3,"['Chaz Bono', 'Kristin Cavallari']",['Kristin Cavallari'],True,2,adjusted_score
13,4,"['Chynna Phillips', 'Carson Kressley']",['Chynna Phillips'],True,2,adjusted_score
13,5,"['Carson Kressley', 'Chaz Bono']",['Carson Kressley'],True,2,adjusted_score
13,6,"['Chaz Bono', 'Hope Solo']",['Chaz Bono'],True,2,adjusted_score
13,7,"['David Arquette', 'Nancy Grace']",['David Arquette'],True,2,adjusted_score
13,8,"['Nancy Grace', 'Hope Solo']",['Nancy Grace'],True,2,adjusted_score
13,9,"['Hope Solo', 'J.R. Martinez']",['Hope Solo'],True,2,adjusted_score
13,10,"['Ricki Lake', 'J.R. Martinez']",,False,2,adjusted_score
14,1,"['Martina Navratilova', 'Melissa Gilbert']",,False,2,adjusted_score
14,2,"['Martina Navratilova', 'Gladys Knight']",['Martina Navratilova'],True,2,adjusted_score
14,3,"['Jack Wagner', 'Gladys Knight']",['Jack Wagner'],True,2,adjusted_score
14,4,"['Sherri Sheperd', 'Gladys Knight']",['Sherri Sheperd'],True,2,adjusted_score
14,5,"['Gavin DeGraw', 'Melissa Gilbert']",['Gavin DeGraw'],True,2,adjusted_score
14,6,"['Gladys Knight', 'Melissa Gilbert']",['Gladys Knight'],True,2,adjusted_score
14,7,"['Melissa Gilbert', 'Jaleel White']",['Jaleel White'],True,2,adjusted_score
14,8,"['Melissa Gilbert', 'Maria Menounos']","['Melissa Gilbert', 'Roshon Fegan']",True,2,adjusted_score
14,9,"['Maria Menounos', 'Donald Driver']",['Maria Menounos'],True,2,adjusted_score
14,10,"['Donald Driver', 'William Levy']",,False,2,adjusted_score
15,1,"['Pamela Anderson', 'Bristol Palin']",['Pamela Anderson'],True,2,adjusted_score
15,2,"['Bristol Palin', 'Joey Fatone']",['Joey Fatone'],True,2,adjusted_score
15,3,"['Drew Lachey', 'Bristol Palin']","['Drew Lachey', 'Helio Castroneves']",True,2,adjusted_score
15,4,"['Kirstie Alley', 'Bristol Palin']",['Bristol Palin'],True,2,adjusted_score
15,5,"['Kirstie Alley', 'Kelly Monaco']",,False,2,adjusted_score
15,6,"['Emmitt Smith', 'Kirstie Alley']",['Sabrina Bryan'],False,2,adjusted_score
15,7,"['Kirstie Alley', 'Emmitt Smith']",,False,2,adjusted_score
15,8,"['Kirstie Alley', 'Gilles Marini']","['Gilles Marini', 'Kirstie Alley']",True,2,adjusted_score
15,9,"['Emmitt Smith', 'Kelly Monaco']","['Apolo Anton Ohno', 'Emmitt Smith']",True,2,adjusted_score
15,10,"['Shawn Johnson', 'Kelly Monaco']",,False,2,adjusted_score
16,1,"['D. L. Hughley', 'Wynonna Judd']",,False,2,adjusted_score
16,2,"['Dorothy Hamill', 'D. L. Hughley']",,False,2,adjusted_score
16,3,"['Wynonna Judd', 'D. L. Hughley']",['Wynonna Judd'],True,2,adjusted_score
16,4,"['Lisa Vanderpump', 'Victor Ortiz']",['Lisa Vanderpump'],True,2,adjusted_score
16,5,"['D. L. Hughley', 'Andy Dick']",['D. L. Hughley'],True,2,adjusted_score
16,6,"['Victor Ortiz', 'Andy Dick']",['Victor Ortiz'],True,2,adjusted_score
16,7,"['Andy Dick', 'Sean Lowe']",['Andy Dick'],True,2,adjusted_score
16,8,"['Sean Lowe', 'Ingo Rademacher']",['Sean Lowe'],True,2,adjusted_score
16,9,"['Ingo Rademacher', 'Jacoby Jones']",['Ingo Rademacher'],True,2,adjusted_score
16,10,"['Alexandra Raisman', 'Jacoby Jones']",['Alexandra Raisman'],True,2,adjusted_score
17,1,"['Bill Nye', 'Keyshawn Johnson']",,False,2,adjusted_score
17,2,"['Keyshawn Johnson', 'Bill Nye']",['Keyshawn Johnson'],True,2,adjusted_score
17,3,"['Bill Nye', 'Valerie Harper']",['Bill Nye'],True,2,adjusted_score
17,4,"['Valerie Harper', 'Bill Engvall']",['Valerie Harper'],True,2,adjusted_score
17,5,"['Leah Remini', 'Bill Engvall']",['Christina Milian'],False,2,adjusted_score
17,6,"['Bill Engvall', 'Leah Remini']",,False,2,adjusted_score
17,7,"['Bill Engvall', 'Nicole ""Snooki"" Polizzi']","['Nicole ""Snooki"" Polizzi']",True,2,adjusted_score
17,8,"['Bill Engvall', 'Brant Daugherty']",['Brant Daugherty'],True,2,adjusted_score
17,9,"['Bill Engvall', 'Elizabeth Berkley Lauren']",['Elizabeth Berkley Lauren'],True,2,adjusted_score
17,10,"['Leah Remini', 'Bill Engvall']",['Leah Remini'],True,2,adjusted_score
17,11,"['Bill Engvall', 'Jack Osbourne']",['Bill Engvall'],True,2,adjusted_score
18,1,"['Billy Dee Williams', 'Diana Nyad']",,False,2,adjusted_score
18,2,"['Billy Dee Williams', 'Sean Avery']",['Sean Avery'],True,2,adjusted_score
18,3,"['Drew Carey', 'NeNe Leakes']",,False,2,adjusted_score
18,4,"['Candace Cameron Bure', 'Drew Carey']",,False,2,adjusted_score
18,5,"['Drew Carey', 'Cody Simpson']",['Cody Simpson'],True,2,adjusted_score
18,6,"['Drew Carey', 'Candace Cameron Bure']",['Drew Carey'],True,2,adjusted_score
18,7,"['NeNe Leakes', 'Candace Cameron Bure']",['NeNe Leakes'],True,2,adjusted_score
18,8,"['Candace Cameron Bure', 'James Maslow']",['Danica McKellar'],False,2,adjusted_score
18,9,"['Candace Cameron Bure', 'Charlie White']",['Charlie White'],True,2,adjusted_score
18,10,"['Candace Cameron Bure', 'James Maslow']",['James Maslow'],True,2,adjusted_score
19,1,"['Lolo Jones', 'Betsey Johnson']",['Lolo Jones'],True,2,adjusted_score
19,2,"['Tavis Smiley', 'Michael Waltrip']",['Tavis Smiley'],True,2,adjusted_score
19,3,"['Randy Couture', 'Michael Waltrip']",['Randy Couture'],True,2,adjusted_score
19,4,"['Michael Waltrip', 'Betsey Johnson']",['Betsey Johnson'],True,2,adjusted_score
19,5,"['Michael Waltrip', 'Tommy Chong']",,False,2,adjusted_score
19,6,"['Tommy Chong', 'Antonio Sabato Jr.']",['Jonathan Bennett'],False,2,adjusted_score
19,7,"['Michael Waltrip', 'Antonio Sabato Jr.']",['Antonio Sabato Jr.'],True,2,adjusted_score
19,8,"['Michael Waltrip', 'Tommy Chong']",['Michael Waltrip'],True,2,adjusted_score
19,9,"['Tommy Chong', 'Lea Thompson']",['Lea Thompson'],True,2,adjusted_score
19,10,"['Tommy Chong', 'Bethany Mota']",['Tommy Chong'],True,2,adjusted_score
19,11,"['Bethany Mota', 'Sadie Robertson']",['Bethany Mota'],True,2,adjusted_score
20,1,"['Charlotte McKinney', 'Redfoo']",,False,2,adjusted_score
20,2,"['Chris Soules', 'Charlotte McKinney']",['Redfoo'],False,2,adjusted_score
20,3,"['Charlotte McKinney', 'Patti LaBelle']",['Charlotte McKinney'],True,2,adjusted_score
20,4,"['Michael Sam', 'Chris Soules']",['Michael Sam'],True,2,adjusted_score
20,5,"['Robert Herjavec', 'Suzanne Somers']",['Suzanne Somers'],True,2,adjusted_score
20,6,"['Patti LaBelle', 'Robert Herjavec']",['Patti LaBelle'],True,2,adjusted_score
20,7,"['Robert Herjavec', 'Chris Soules']",['Willow Shields'],False,2,adjusted_score
20,8,"['Robert Herjavec', 'Chris Soules']","['Chris Soules', 'Robert Herjavec']",True,2,adjusted_score
20,9,"['Noah Galloway', 'Nastia Liukin']",['Nastia Liukin'],True,2,adjusted_score
20,10,"['Noah Galloway', 'Rumer Willis']",,False,2,adjusted_score
21,1,"['Chaka Khan', 'Kim Zolciak-Biermann']",,False,2,adjusted_score
21,2,"['Chaka Khan', 'Victor Espinoza']","['Chaka Khan', 'Victor Espinoza']",True,2,adjusted_score
21,3,"['Paula Deen', 'Gary Busey']",,False,2,adjusted_score
21,4,"['Gary Busey', 'Paula Deen']",['Gary Busey'],True,2,adjusted_score
21,5,"['Paula Deen', 'Alek Skarlatos']",,False,2,adjusted_score
21,6,"['Paula Deen', 'Alek Skarlatos']",['Paula Deen'],True,2,adjusted_score
21,7,"['Alek Skarlatos', 'Tamar Braxton']",['Hayes Grier'],False,2,adjusted_score
21,8,"['Andy Grammer', 'Alek Skarlatos']",['Andy Grammer'],True,2,adjusted_score
21,9,"['Tamar Braxton', 'Alek Skarlatos']",['Alexa PenaVega'],False,2,adjusted_score
21,10,"['Alek Skarlatos', 'Nick Carter']",,False,2,adjusted_score
21,11,"['Alek Skarlatos', 'Carlos PenaVega']",['Carlos PenaVega'],True,2,adjusted_score
22,1,"['Geraldo Rivera', 'Mischa Barton']",,False,2,adjusted_score
22,2,"['Geraldo Rivera', 'Mischa Barton']",['Geraldo Rivera'],True,2,adjusted_score
22,3,"['Mischa Barton', 'Doug Flutie']",['Mischa Barton'],True,2,adjusted_score
22,4,"['Marla Maples', 'Doug Flutie']",['Marla Maples'],True,2,adjusted_score
22,5,"['Antonio Brown', 'Doug Flutie']",,False,2,adjusted_score
22,6,"['Doug Flutie', 'Von Miller']",['Doug Flutie'],True,2,adjusted_score
22,7,"['Kim Fields', 'Von Miller']","['Kim Fields', 'Von Miller']",True,2,adjusted_score
22,8,"['Wanya Morris', 'Antonio Brown']",['Jodie Sweetin'],False,2,adjusted_score
22,9,"['Antonio Brown', 'Ginger Zee']","['Antonio Brown', 'Wanya Morris']",True,2,adjusted_score
22,10,"['Ginger Zee', 'Nyle DiMarco']",,False,2,adjusted_score
23,1,"['Rick Perry', 'Jake T. Austin']",,False,2,adjusted_score
23,2,"['Rick Perry', 'Jake T. Austin']",['Jake T. Austin'],True,2,adjusted_score
23,3,"['Rick Perry', 'Vanilla Ice']",['Rick Perry'],True,2,adjusted_score
23,4,"['Babyface', 'Vanilla Ice']","['Babyface', 'Vanilla Ice']",True,2,adjusted_score
23,5,"['Amber Rose', 'Ryan Lochte']",,False,2,adjusted_score
23,6,"['Amber Rose', 'Ryan Lochte']",['Amber Rose'],True,2,adjusted_score
23,7,"['Maureen McCormick', 'Marilu Henner']",['Maureen McCormick'],True,2,adjusted_score
23,8,"['Marilu Henner', 'Ryan Lochte']",['Ryan Lochte'],True,2,adjusted_score
23,9,"['Marilu Henner', 'James Hinchcliffe']",['Marilu Henner'],True,2,adjusted_score
23,10,"['Calvin Johnson Jr.', 'Jana Kramer']",['Terra Jole'],False,2,adjusted_score
23,11,"['Jana Kramer', 'Calvin Johnson Jr.']",['Jana Kramer'],True,2,adjusted_score
24,1,"['Chris Kattan', 'Mr. T']",,False,2,adjusted_score
24,2,"['Chris Kattan', 'Mr. T']",['Chris Kattan'],True,2,adjusted_score
24,3,"['Charo', 'Mr. T']",['Charo'],True,2,adjusted_score
24,4,"['Mr. T', 'Nick Viall']",['Mr. T'],True,2,adjusted_score
24,5,"['David Ross', 'Erika Jayne']",['Erika Jayne'],True,2,adjusted_score
24,6,"['Nick Viall', 'David Ross']",['Heather Morris'],False,2,adjusted_score
24,7,"['Nick Viall', 'Bonner Bolton']","['Nancy Kerrigan', 'Nick Viall']",True,2,adjusted_score
24,8,"['Bonner Bolton', 'David Ross']",['Bonner Bolton'],True,2,adjusted_score
24,9,"['David Ross', 'Simone Biles']",['Simone Biles'],True,2,adjusted_score
24,10,"['David Ross', 'Normani']",,False,2,adjusted_score
25,1,"['Barbara Corcoran', 'Terrell Owens']",,False,2,adjusted_score
25,2,"['Barbara Corcoran', 'Debbie Gibson']","['Barbara Corcoran', 'Debbie Gibson']",True,2,adjusted_score
