season,week,w_judge,w_fan,n_contestants,used_inherit,mean_abs_change_delta_0.05
1,1,0.4004562655618865,0.5995437344381135,6,False,0.022727779674132687
1,2,0.4138098769993847,0.5861901230006152,6,False,0.022292377505502933
1,3,0.3535987083036856,0.6464012916963144,5,False,0.016816697345358872
1,4,0.3535987083036856,0.6464012916963144,4,True,0.034475132143723206
1,5,0.3535987083036856,0.6464012916963144,3,True,0.01827794319602072
1,6,0.3535987083036856,0.6464012916963144,2,True,5.00155472593633e-14
2,1,0.4255446797045682,0.5744553202954318,10,False,0.010765023888293665
2,2,0.38127328127666393,0.6187267187233361,9,False,0.00951667564164592
2,3,0.2649422178544595,0.7350577821455405,8,False,0.02044870787815754
2,4,0.2711774333322924,0.7288225666677075,7,False,0.01655355670665732
2,5,0.3119789548734795,0.6880210451265205,6,False,0.007413128710318702
2,6,0.4148205757925155,0.5851794242074845,5,False,0.003400141466449838
2,7,0.4148205757925155,0.5851794242074845,4,True,0.023236488461256186
2,8,0.4148205757925155,0.5851794242074845,3,True,0.003602556678713268
3,1,0.45086480628424425,0.5491351937157557,11,False,0.005383332778951972
3,2,0.5176150012080046,0.4823849987919954,10,False,0.014335495433132266
3,3,0.5281935877071879,0.47180641229281206,9,False,0.019795332229606163
3,4,0.5104114802255241,0.48958851977447604,8,False,0.009452473872646687
3,5,0.5611502615430011,0.43884973845699893,7,False,0.017611072864008162
3,6,0.5144016344994383,0.4855983655005617,5,False,0.001378766144267507
3,7,0.46448219496903,0.53551780503097,5,False,0.012883877573306324
3,8,0.46448219496903,0.53551780503097,4,True,0.005846140988176568
3,9,0.46448219496903,0.53551780503097,3,True,0.027875603653296593
3,10,0.46448219496903,0.53551780503097,2,True,0.024999999999999967
4,1,0.48428332670110663,0.5157166732988934,11,False,0.007422200557990815
4,2,0.4829708650038862,0.5170291349961138,11,False,0.007510370962730939
4,3,0.4151079023404156,0.5848920976595844,10,False,0.013967064119802253
4,4,0.5086978027083343,0.4913021972916657,9,False,0.006741592630779432
4,5,0.47180593337072496,0.528194066629275,8,False,0.0033873847876064248
4,6,0.48784453863822314,0.5121554613617769,7,False,0.007285750327015244
4,7,0.47702603238745955,0.5229739676125404,6,False,0.011964383961042421
4,8,0.4640886621656515,0.5359113378343485,5,False,0.00338321197198973
4,9,0.4640886621656515,0.5359113378343485,4,True,0.016173156992220467
4,10,0.4640886621656515,0.5359113378343485,3,True,0.002050146402041116
5,1,0.3978007160381776,0.6021992839618223,12,False,0.006410387226111672
5,2,0.4159106360289808,0.5840893639710192,11,False,0.009232618538551432
5,3,0.4214295385127893,0.5785704614872107,10,False,0.009160564169580845
5,4,0.47584375900395104,0.524156240996049,9,False,0.008078593584334194
5,5,0.5385303790309415,0.46146962096905847,8,False,0.010340585364729558
5,6,0.5511941763368111,0.4488058236631889,7,False,0.008510851893648946
5,7,0.4089016367021926,0.5910983632978073,6,False,0.011333559821189552
5,8,0.5244557167270991,0.47554428327290077,5,False,0.011426153527725264
5,9,0.5244557167270991,0.47554428327290077,4,True,0.011563911251634605
5,10,0.5244557167270991,0.47554428327290077,3,True,0.00028734099855117395
6,1,0.5540088362007275,0.4459911637992725,12,False,0.005076688928192376
6,2,0.5119211726273574,0.4880788273726426,12,False,0.007899333938311874
6,3,0.5457008381195192,0.45429916188048086,10,False,0.010504594034149757
6,4,0.46569501161768573,0.5343049883823143,9,False,0.009859427530571056
6,5,0.5583563908547968,0.4416436091452032,8,False,0.005895715235851754
6,6,0.467190978095975,0.5328090219040251,7,False,0.00993469290439984
6,7,0.4671016750842905,0.5328983249157095,6,False,0.015928052250284236
6,8,0.5056510548833475,0.49434894511665256,5,False,0.018798430083738445
6,9,0.5056510548833475,0.49434894511665256,4,True,0.004923436724837638
6,10,0.5056510548833475,0.49434894511665256,3,True,0.005502616288234637
7,1,0.3158951622462604,0.6841048377537396,13,False,0.008971881244093234
7,2,0.38766516101219417,0.6123348389878058,11,False,0.010585191180685948
7,3,0.3990060213503023,0.6009939786496977,9,False,0.005254156081716834
7,4,0.4038461884099013,0.5961538115900988,9,False,0.011397952444077696
7,5,0.5748384741082209,0.42516152589177914,8,False,0.012650493453731584
7,6,0.4524014803354858,0.5475985196645142,7,False,0.014657029667408903
7,7,0.5268710315524403,0.4731289684475597,6,False,0.010366534758112866
7,8,0.606320924601513,0.39367907539848696,5,False,0.009985047631507168
7,9,0.606320924601513,0.39367907539848696,4,True,0.0157436626921085
7,10,0.606320924601513,0.39367907539848696,3,True,0.004947832367380912
8,1,0.47454601564054344,0.5254539843594566,13,False,0.005208889376330192
8,2,0.46614516465949646,0.5338548353405035,13,False,0.005824635516729958
8,3,0.425782778190133,0.574217221809867,12,False,0.007945661094481353
8,4,0.44741592612947795,0.5525840738705221,11,False,0.004620767004322317
8,5,0.4940867480399012,0.5059132519600988,9,False,0.009020401098336545
8,6,0.4829351138589596,0.5170648861410404,8,False,0.007210477702890267
8,7,0.4004351345665301,0.59956486543347,7,False,0.010842836404628705
8,8,0.44506805311342246,0.5549319468865777,6,False,0.01816343565127447
8,9,0.45302271381027326,0.5469772861897267,5,False,0.013789331412356127
8,10,0.45302271381027326,0.5469772861897267,4,True,0.00897846833680857
8,11,0.45302271381027326,0.5469772861897267,3,True,0.0047373533557789616
9,1,0.5000574283158272,0.4999425716841727,16,False,0.005954429839886232
9,2,0.5951155659033502,0.4048844340966497,14,False,0.008333117396819264
9,3,0.5287588250820909,0.47124117491790907,13,False,0.005731079342048121
9,4,0.5881098683015433,0.4118901316984567,11,False,0.009197841809495786
9,5,0.5688349050938979,0.431165094906102,10,False,0.008523661470563652
9,6,0.501424440763919,0.4985755592360809,9,False,0.011044535551171126
9,7,0.4407569976212194,0.5592430023787806,7,False,0.020671124521903044
9,8,0.5228426482376862,0.47715735176231383,5,False,0.0040736740076738245
9,9,0.5228426482376862,0.47715735176231383,4,True,0.0161615703243944
9,10,0.5228426482376862,0.47715735176231383,3,True,0.014532887195837044
10,1,0.5052530010006235,0.4947469989993764,11,False,0.00253588476172501
10,2,0.44634566680958987,0.5536543331904101,11,False,0.006204254191999409
10,3,0.40825635046111497,0.591743649538885,10,False,0.009035726018076331
10,4,0.5117273664030968,0.48827263359690326,9,False,0.007451227855729424
10,5,0.4817080368373674,0.5182919631626326,8,False,0.004674332407766206
10,6,0.5410391181714531,0.45896088182854694,7,False,0.007792780940893584
10,7,0.4898752246827853,0.5101247753172147,6,False,0.011500284889442632
10,8,0.47950691262104195,0.520493087378958,5,False,0.004429338302190394
10,9,0.47950691262104195,0.520493087378958,4,True,0.011863559047740044
10,10,0.47950691262104195,0.520493087378958,3,True,0.003097471824951985
11,1,0.5761116208584949,0.4238883791415051,12,False,0.005031362000631358
11,2,0.4014823439872047,0.5985176560127952,11,False,0.011866925005272871
11,3,0.4062236824038785,0.5937763175961214,10,False,0.007188290041556873
11,4,0.4425960070268162,0.5574039929731838,9,False,0.0040980830618213004
11,5,0.483923583448143,0.516076416551857,8,False,0.01068439181497843
11,6,0.4605091973056409,0.5394908026943591,7,False,0.014866347050119447
11,7,0.4855340254294821,0.5144659745705179,6,False,0.013676639796732087
11,8,0.5329451848108251,0.46705481518917497,5,False,0.009412182053158826
11,9,0.5329451848108251,0.46705481518917497,4,True,0.011762538102769685
11,10,0.5329451848108251,0.46705481518917497,3,True,0.0024523765730042704
12,1,0.44849231795250943,0.5515076820474906,11,False,0.007626189025245808
12,2,0.5744828932957381,0.4255171067042619,11,False,0.00855003809366317
12,3,0.47879125951037504,0.5212087404896251,10,False,0.00892710608681877
12,4,0.4792389064386408,0.5207610935613592,9,False,0.008711530906023779
12,5,0.6364588862950591,0.363541113704941,8,False,0.010991561427869837
12,6,0.5453104038794561,0.454689596120544,7,False,0.007448707342157602
12,7,0.543091442824776,0.45690855717522394,6,False,0.016219371369725517
12,8,0.47815963474438916,0.5218403652556108,5,False,0.013811659397816834
12,9,0.47815963474438916,0.5218403652556108,4,True,0.005223482631172456
12,10,0.47815963474438916,0.5218403652556108,3,True,0.004144609426928699
13,1,0.49124831127389906,0.5087516887261009,12,False,0.009552909397842228
13,2,0.5064928315462215,0.49350716845377857,11,False,0.010525236052220737
13,3,0.44600458822222955,0.5539954117777705,10,False,0.00941124108691323
13,4,0.553342811773788,0.44665718822621203,9,False,0.009766925861454518
13,5,0.42576918362386706,0.5742308163761329,8,False,0.008507606283816145
13,6,0.4844160393092283,0.5155839606907717,7,False,0.009605147553297269
13,7,0.4931866900293522,0.5068133099706479,6,False,0.013465516716215964
13,8,0.47952577344776515,0.5204742265522349,5,False,0.012524327517200317
13,9,0.47952577344776515,0.5204742265522349,4,True,0.010369343355851962
13,10,0.47952577344776515,0.5204742265522349,3,True,0.004132967699085406
14,1,0.6056866317924168,0.3943133682075833,12,False,0.012174928378801067
14,2,0.47034725640011954,0.5296527435998805,12,False,0.008155669487901892
14,3,0.6555294122410251,0.3444705877589749,11,False,0.01080364976401066
14,4,0.5904238651873579,0.40957613481264205,10,False,0.012040707099325367
14,5,0.45053574786134654,0.5494642521386535,9,False,0.007086898292990362
14,6,0.43140203723373566,0.5685979627662643,8,False,0.010021240548935684
14,7,0.44007231472319447,0.5599276852768056,7,False,0.009544792939804042
14,8,0.4728771035896179,0.5271228964103821,6,False,0.01348766707548251
14,9,0.4728771035896179,0.5271228964103821,4,True,0.028967002581304704
14,10,0.4728771035896179,0.5271228964103821,3,True,0.004463374050521884
15,1,0.40004355454484253,0.5999564454551575,13,False,0.008029500246039342
15,2,0.4166071429568615,0.5833928570431385,12,False,0.007379578953172833
15,3,0.38427568071476537,0.6157243192852346,11,False,0.01158987704469096
15,4,0.4241931337576802,0.5758068662423198,9,False,0.011054358280873386
15,5,0.49717853472342444,0.5028214652765756,8,False,0.0095476384765985
15,6,0.5682344928528907,0.43176550714710926,8,False,0.018893432161361794
15,7,0.4896259971155228,0.5103740028844772,7,False,0.008037530385783778
15,8,0.42722626730779734,0.5727737326922027,7,False,0.0145418379248527
15,9,0.5164197339182969,0.48358026608170324,5,False,0.014708907457105291
15,10,0.5164197339182969,0.48358026608170324,3,True,0.01003695450167461
16,1,0.26505062527166184,0.7349493747283382,12,False,0.010554189865307664
16,2,0.4264462639416807,0.5735537360583193,12,False,0.002719365905279022
16,3,0.47024836496109595,0.529751635038904,11,False,0.005807785094301132
16,4,0.5476859291617899,0.45231407083821007,10,False,0.005676233958607413
16,5,0.5084423136431415,0.4915576863568585,9,False,0.005928667210142732
16,6,0.43788124268117024,0.5621187573188298,8,False,0.006881805042627866
16,7,0.40619439462874857,0.5938056053712515,7,False,0.00737079578587309
16,8,0.38219592177081474,0.6178040782291854,6,False,0.006495810288070077
16,9,0.4499551263136604,0.5500448736863397,5,False,0.012544014805790416
16,10,0.4499551263136604,0.5500448736863397,4,True,0.01592273994482825
17,1,0.42464833350068737,0.5753516664993126,12,False,0.0064481517847067085
17,2,0.48103285438458,0.5189671456154199,12,False,0.004961666925583716
17,3,0.5163524688248031,0.4836475311751969,11,False,0.007650677143565334
17,4,0.5019043114414755,0.4980956885585245,10,False,0.005527437087874942
17,5,0.5012733614479478,0.49872663855205224,9,False,0.012572546531657545
17,6,0.52887904819238,0.4711209518076201,8,False,0.011421054518899174
17,7,0.5152493191749767,0.4847506808250233,8,False,0.007996484190420889
17,8,0.5247258097849438,0.4752741902150563,7,False,0.013402106352162975
17,9,0.46744201379499783,0.5325579862050023,6,False,0.015567266613510178
17,10,0.49626002447211426,0.5037399755278857,5,False,0.008962767275632888
17,11,0.49626002447211426,0.5037399755278857,4,True,0.004711970080437389
18,1,0.43972273614048396,0.560277263859516,12,False,0.007058616743062629
18,2,0.3860455028612345,0.6139544971387656,11,False,0.009710114332196434
18,3,0.43071803752853555,0.5692819624714645,9,False,0.003706913649310784
18,4,0.41133925906816926,0.5886607409318307,9,False,0.009588332526736527
18,5,0.4082316086917936,0.5917683913082064,9,False,0.013390107974333824
18,6,0.49904653923337167,0.5009534607666284,8,False,0.005183669979183002
18,7,0.4282067102315575,0.5717932897684426,7,False,0.009931138624057026
18,8,0.6237217283767597,0.3762782716232404,6,False,0.02270093322287037
18,9,0.5438297105493455,0.45617028945065446,5,False,0.013853032747991711
18,10,0.5438297105493455,0.45617028945065446,4,True,0.01695733161293876
19,1,0.3578868585649653,0.6421131414350346,13,False,0.009548081664315086
19,2,0.40611524449483627,0.5938847555051637,12,False,0.007497006461034233
19,3,0.5051463315483622,0.4948536684516378,11,False,0.009841059910865176
19,4,0.5538505677050212,0.44614943229497883,10,False,0.009349213646725285
19,5,0.4929406732961901,0.5070593267038098,9,False,0.005979022655607319
19,6,0.559547660750117,0.440452339249883,9,False,0.011874674927804384
19,7,0.5480297301720994,0.45197026982790056,8,False,0.011406313018350147
19,8,0.4903587285180859,0.5096412714819141,7,False,0.0047735240949958735
19,9,0.45600401683842323,0.5439959831615768,6,False,0.009649304355815893
19,10,0.4753713165991987,0.5246286834008014,5,False,0.006429117309119348
19,11,0.4753713165991987,0.5246286834008014,4,True,0.003857398716960808
20,1,0.46225486278092015,0.5377451372190799,12,False,0.008349854297790048
20,2,0.40515587539580855,0.5948441246041914,12,False,0.009266534644486756
20,3,0.4402136853906836,0.5597863146093164,11,False,0.005858141247012982
20,4,0.49451623663051064,0.5054837633694893,10,False,0.010737273023026
20,5,0.5296289065963926,0.47037109340360733,9,False,0.006223743798664648
20,6,0.5504413355423047,0.44955866445769527,8,False,0.008443085169842024
20,7,0.544568694092386,0.455431305907614,7,False,0.01778465076419016
20,8,0.5293692544955056,0.47063074550449435,6,False,0.004474494547714721
20,9,0.5293692544955056,0.47063074550449435,4,True,0.023068105109249115
20,10,0.5293692544955056,0.47063074550449435,3,True,0.003040995804291957
21,1,0.48262754546405434,0.5173724545359457,13,False,0.0032047874852292324
21,2,0.4346527072642502,0.5653472927357498,13,False,0.006096447495282825
21,3,0.4207761442207051,0.5792238557792949,10,False,0.007870932336958856
21,4,0.44502128504268934,0.5549787149573107,10,False,0.008150883831681291
21,5,0.542332506881785,0.4576674931182149,9,False,0.00877252797125521
21,6,0.5153257677202027,0.4846742322797973,9,False,0.009651955650134818
21,7,0.5547024755069174,0.4452975244930826,8,False,0.01454140051743584
21,8,0.5715566206918139,0.4284433793081861,7,False,0.012689463775216668
21,9,0.5572559999164293,0.4427440000835708,6,False,0.017983189651105142
21,10,0.5572559999164293,0.4427440000835708,4,True,0.011892225370128635
21,11,0.5572559999164293,0.4427440000835708,4,True,0.022323997658398688
22,1,0.45445269087811696,0.545547309121883,12,False,0.0067115780003185075
22,2,0.43791102645120966,0.5620889735487903,12,False,0.00561259160548534
22,3,0.460274389005521,0.5397256109944789,11,False,0.005807273576686519
22,4,0.5003149825458422,0.49968501745415783,10,False,0.010968522391456782
22,5,0.5185520308610598,0.48144796913894017,9,False,0.01063511273334619
22,6,0.4403186421163867,0.5596813578836133,9,False,0.011092581517022347
22,7,0.46379448239764054,0.5362055176023595,8,False,0.010981182574295967
22,8,0.4698931192694424,0.5301068807305576,6,False,0.021363613805010995
22,9,0.5118679197293817,0.4881320802706182,5,False,0.02201598110468329
22,10,0.5118679197293817,0.4881320802706182,3,True,0.0001648513931000369
23,1,0.46085414129191704,0.539145858708083,13,False,0.005468186948926351
23,2,0.4785143544713031,0.5214856455286969,13,False,0.006743064010373223
23,3,0.5388906269591718,0.4611093730408282,12,False,0.007361206207565327
23,4,0.5029239339795524,0.4970760660204476,11,False,0.010357702526017502
23,5,0.6078255631867935,0.39217443681320646,9,False,0.011377107432648031
23,6,0.5132587027502877,0.48674129724971216,9,False,0.00979838563325565
23,7,0.5544038199376906,0.4455961800623093,8,False,0.012156137055565706
23,8,0.5923960736437692,0.4076039263562308,7,False,0.010830437486325296
23,9,0.6501858956284035,0.3498141043715966,6,False,0.012960243518994607
23,10,0.5345405506484027,0.4654594493515974,5,False,0.014626613583135962
23,11,0.5345405506484027,0.4654594493515974,4,True,0.014323592219501661
24,1,0.3855608635075588,0.6144391364924412,12,False,0.005962754931082688
24,2,0.4265146401584355,0.5734853598415645,12,False,0.005981006006501294
24,3,0.5680143991056925,0.43198560089430754,11,False,0.008607801816303707
24,4,0.5140055070842946,0.4859944929157054,10,False,0.007966536105719554
24,5,0.5306090305351269,0.46939096946487313,9,False,0.010506702165225559
24,6,0.546884111680111,0.453115888319889,8,False,0.014503854154822991
24,7,0.4772323191245,0.5227676808755,7,False,0.011335104158619134
24,8,0.4421076532485533,0.5578923467514467,5,False,0.003649363413369522
24,9,0.4421076532485533,0.5578923467514467,4,True,0.026635528495281398
24,10,0.4421076532485533,0.5578923467514467,3,True,0.0017311143251242944
25,1,0.5126294045091119,0.4873705954908881,13,False,0.007166234278092791
25,2,0.4734397061210623,0.5265602938789378,13,False,0.008100127286463973
25,3,0.4719348783468489,0.5280651216531512,11,False,0.007843283317968464
25,4,0.5404526652958491,0.4595473347041509,11,False,0.008182138894611848
25,5,0.5278010130592745,0.47219898694072543,10,False,0.006588904437233256
25,6,0.474398749395295,0.525601250604705,9,False,0.011266237578807625
25,7,0.5344724230855553,0.46552757691444474,8,False,0.020099918779431635
25,8,0.5866178036512624,0.41338219634873763,6,False,0.013417063050667755
25,9,0.5445243746694324,0.4554756253305676,5,False,0.015633299773273306
25,10,0.5445243746694324,0.4554756253305676,4,True,0.0034975074426013275
26,1,0.2957753678821822,0.7042246321178178,10,False,0.014164288621483143
26,2,0.3386486547664043,0.6613513452335957,8,False,0.014342850801555092
26,3,0.3774560724850623,0.6225439275149377,6,False,0.005462495703813848
26,4,0.3774560724850623,0.6225439275149377,3,True,0.0012379212443664096
27,1,0.40297863075941465,0.5970213692405854,13,False,0.008455935013853515
27,2,0.4843305371759293,0.5156694628240708,12,False,0.0037030823858303116
27,3,0.4756091005872552,0.5243908994127449,11,False,0.007397623122898603
27,4,0.44585620748262145,0.5541437925173786,10,False,0.010308865319956133
27,5,0.44510298412985705,0.554897015870143,9,False,0.007939746845401286
27,6,0.4580136914703132,0.5419863085296868,9,False,0.008094344471005124
27,7,0.35913791839738507,0.6408620816026149,8,False,0.010466014953537052
27,8,0.4651198573809149,0.534880142619085,6,False,0.017107846343393185
27,9,0.4651198573809149,0.534880142619085,4,True,0.013382379012152668
28,1,0.4963034184874488,0.5036965815125513,12,False,0.008075600315102833
28,2,0.3961538565906306,0.6038461434093694,12,False,0.006458040034518282
28,3,0.4355818403469691,0.5644181596530309,10,False,0.00788638103075541
28,4,0.46938272437663486,0.5306172756233651,10,False,0.006177172934721505
28,5,0.517924012699147,0.48207598730085305,9,False,0.0030166482574474195
28,6,0.48936258027950175,0.5106374197204983,9,False,0.013912717969868161
28,7,0.5033558973480663,0.4966441026519337,8,False,0.0056709592336567916
28,8,0.5095097255141441,0.49049027448585597,7,False,0.008219781824611694
28,9,0.46469433343036654,0.5353056665696335,6,False,0.006706586052454018
28,10,0.38879817026916014,0.6112018297308399,5,False,0.006111234056143289
28,11,0.38879817026916014,0.6112018297308399,4,True,0.0014369066634333238
29,1,0.4424411329511847,0.5575588670488153,15,False,0.007979360186026463
29,2,0.5131878490768875,0.4868121509231125,15,False,0.009038425185354566
29,3,0.46091694902607294,0.5390830509739271,14,False,0.009177582404972753
29,4,0.5728797454994488,0.42712025450055113,13,False,0.010907722787901317
29,5,0.5269880320516094,0.47301196794839057,12,False,0.008799353302043284
29,6,0.3785859034050933,0.6214140965949067,11,False,0.021793446050457497
29,7,0.36110764387042715,0.6388923561295727,10,False,0.013132083194590027
29,8,0.36887728342539794,0.6311227165746021,8,False,0.010931812904411274
29,9,0.4231379408685262,0.5768620591314738,7,False,0.012908904263482632
29,10,0.46861818419288565,0.5313818158071144,6,False,0.007880848449567275
29,11,0.46861818419288565,0.5313818158071144,4,True,0.007986514901471842
30,1,0.3845329800405112,0.6154670199594888,15,False,0.008405534263554589
30,2,0.4024390528919964,0.5975609471080037,15,False,0.005791841492818061
30,3,0.38755091536249453,0.6124490846375055,14,False,0.012624349825268555
30,4,0.34530984634553163,0.6546901536544683,13,False,0.012084540233146757
30,5,0.36894196968502657,0.6310580303149734,11,False,0.014990082259117925
30,6,0.32822752557263396,0.6717724744273661,10,False,0.011323851895739675
30,7,0.37958849673059125,0.6204115032694087,9,False,0.016861676321175675
30,8,0.35317671810999235,0.6468232818900077,8,False,0.0212408426174283
30,9,0.42324705322058537,0.5767529467794146,6,False,0.013423318057467935
30,10,0.42324705322058537,0.5767529467794146,4,True,0.007328121755776379
31,1,0.4528497436952258,0.5471502563047742,16,False,0.005340486211920606
31,2,0.38694091735420433,0.6130590826457958,15,False,0.007371357312130372
31,3,0.40615227250313973,0.5938477274968603,14,False,0.0067702136136109856
31,4,0.4300384280897067,0.5699615719102933,13,False,0.0090415530785536
31,5,0.4524870698593728,0.5475129301406272,12,False,0.007550666050663106
31,6,0.4311796817698723,0.5688203182301276,10,False,0.005912587206961956
31,7,0.42090467526676795,0.5790953247332321,9,False,0.012382026877495678
31,8,0.3965502200245892,0.6034497799754108,8,False,0.012464982048723101
31,9,0.3702151438191842,0.6297848561808159,6,False,0.007649049578121913
31,10,0.3702151438191842,0.6297848561808159,4,True,0.0020060760427107016
32,1,0.5789167801012697,0.42108321989873027,14,False,0.005781703311312907
32,2,0.42625363100109215,0.5737463689989077,13,False,0.009631747015044802
32,3,0.3882508709656848,0.6117491290343151,12,False,0.006110956694037253
32,4,0.4108455839027641,0.5891544160972358,11,False,0.008622315283068477
32,5,0.39442091775882665,0.6055790822411733,10,False,0.009472926199781342
32,6,0.4084261718572607,0.5915738281427392,9,False,0.005980972385410482
32,7,0.39319212328680664,0.6068078767131933,8,False,0.017083473091952406
32,8,0.4162349237763411,0.5837650762236589,7,False,0.00811154969745524
32,9,0.4799451167790094,0.5200548832209906,6,False,0.010049282774975266
32,10,0.49757912879944804,0.502420871200552,5,False,0.0027820139531626433
32,11,0.49923124213278813,0.500768757867212,5,False,0.002333074364626442
33,1,0.43159272553607053,0.5684072744639295,13,False,0.006568158463399205
33,2,0.5278258412515413,0.4721741587484587,13,False,0.0103507894979659
33,3,0.4331653272569842,0.5668346727430158,11,False,0.00889878006867929
33,4,0.41993868928448247,0.5800613107155175,9,False,0.014111158102606047
33,5,0.5097879414610231,0.4902120585389769,8,False,0.0077357459810446045
33,6,0.3413207722970343,0.6586792277029657,7,False,0.020257465701084134
33,7,0.37418618402056414,0.6258138159794358,6,False,0.005594250203300603
33,8,0.4295071237959158,0.5704928762040842,5,False,0.012051626162650816
33,9,0.3709505778829415,0.6290494221170584,5,False,0.008501486947648938
34,1,0.6261398559226554,0.3738601440773446,14,False,0.008380732180169806
34,2,0.5494494264389254,0.45055057356107453,14,False,0.010021032874098374
34,3,0.6032381988409788,0.3967618011590211,12,False,0.009122155284665097
34,4,0.558092802220573,0.44190719777942694,11,False,0.010529958758534706
34,5,0.5459566072830281,0.4540433927169719,10,False,0.005735646415909723
34,6,0.5676391002263694,0.43236089977363057,10,False,0.008557277468761471
34,7,0.5555247359899409,0.44447526401005905,9,False,0.0038770438701944162
34,8,0.4894620011234211,0.5105379988765789,8,False,0.007673162440492785
34,9,0.4736434098326293,0.5263565901673707,7,False,0.007969363106751401
34,10,0.3999341210536494,0.6000658789463507,6,False,0.021520989900573897
34,11,0.42169582520958065,0.5783041747904194,5,False,0.004793819098933017
